Vestiging,lvl3,lvl4,Jaar-maand,Realisatie,Budget
20.34,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,1721.24,677.82
20.34,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,385.67,0.0
21.27,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,33306.04,32765.62
21.27,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,35465.72,32765.62
21.27,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,40923.79,32770.18
21.27,lvl3_dummy_4,lvl4_dummy_12,2025-10-01,19261.72,14306.77
21.27,lvl3_dummy_4,lvl4_dummy_12,2025-11-01,19775.54,14306.77
21.27,lvl3_dummy_4,lvl4_dummy_12,2025-12-01,23000.5,14306.77
21.27,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,7873.68,88.33
21.27,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,8130.58,88.33
21.27,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,10684.57,88.33
21.27,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,805.33,475.04
21.27,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,751.66,475.04
21.27,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,1929.84,470.49
22.19,lvl3_dummy_4,lvl4_dummy_10,2025-10-01,2961.73,4822.59
22.19,lvl3_dummy_4,lvl4_dummy_10,2025-11-01,5587.96,4822.59
22.19,lvl3_dummy_4,lvl4_dummy_10,2025-12-01,9513.76,4822.59
22.19,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,18988.18,19316.27
22.19,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,17478.18,19316.27
22.19,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,27856.63,19316.27
22.19,lvl3_dummy_4,lvl4_dummy_12,2025-10-01,31477.04,22726.97
22.19,lvl3_dummy_4,lvl4_dummy_12,2025-11-01,30141.69,22726.97
22.19,lvl3_dummy_4,lvl4_dummy_12,2025-12-01,32898.0,22726.97
22.19,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,-425.13,118.64
22.19,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,2368.82,118.64
22.19,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,302.64,118.64
22.19,lvl3_dummy_4,lvl4_dummy_14,2025-10-01,5007.1,9608.9
22.19,lvl3_dummy_4,lvl4_dummy_14,2025-11-01,3444.85,9608.9
22.19,lvl3_dummy_4,lvl4_dummy_14,2025-12-01,6984.09,9608.9
22.19,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,153.14,142.4
22.19,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,-6.17,142.4
22.19,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,1573.48,142.4
22.19,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,-467.79,948.95
22.19,lvl3_dummy_4,lvl4_dummy_16,2025-11-01,-173.06,948.95
22.19,lvl3_dummy_4,lvl4_dummy_16,2025-12-01,1291.87,953.51
0.0,lvl3_dummy_5,lvl4_dummy_19,2025-10-01,53.03,314.92
0.0,lvl3_dummy_5,lvl4_dummy_19,2025-11-01,52.78,314.92
0.0,lvl3_dummy_5,lvl4_dummy_19,2025-12-01,1130.71,310.37
0.0,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,296.02,386.06
0.0,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,319.92,386.06
0.0,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,435.95,390.4
0.0,lvl3_dummy_5,lvl4_dummy_21,2025-10-01,1033.56,878.2
0.0,lvl3_dummy_5,lvl4_dummy_21,2025-11-01,1034.11,878.2
0.0,lvl3_dummy_5,lvl4_dummy_21,2025-12-01,1034.01,877.41
0.92,lvl3_dummy_5,lvl4_dummy_19,2025-10-01,44.99,46.29
0.92,lvl3_dummy_5,lvl4_dummy_19,2025-11-01,45.02,46.29
0.92,lvl3_dummy_5,lvl4_dummy_19,2025-12-01,44.95,46.22
0.92,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,252.79,215.21
0.92,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,252.79,215.21
0.92,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,252.79,215.23
0.92,lvl3_dummy_5,lvl4_dummy_21,2025-10-01,7.0,100.74
0.92,lvl3_dummy_5,lvl4_dummy_21,2025-11-01,7.0,100.74
0.92,lvl3_dummy_5,lvl4_dummy_21,2025-12-01,7.0,100.76
1.85,lvl3_dummy_5,lvl4_dummy_19,2025-10-01,694.78,1400.32
1.85,lvl3_dummy_5,lvl4_dummy_19,2025-11-01,29160.46,1400.32
1.85,lvl3_dummy_5,lvl4_dummy_19,2025-12-01,871.49,1400.19
1.85,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,1497.5,1271.9
1.85,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,5605.71,1271.9
1.85,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,5498.89,1271.89
1.85,lvl3_dummy_5,lvl4_dummy_21,2025-10-01,675.32,645.75
1.85,lvl3_dummy_5,lvl4_dummy_21,2025-11-01,681.52,645.75
1.85,lvl3_dummy_5,lvl4_dummy_21,2025-12-01,681.42,645.86
2.77,lvl3_dummy_5,lvl4_dummy_19,2025-10-01,56.72,1494.58
2.77,lvl3_dummy_5,lvl4_dummy_19,2025-11-01,61.39,1494.58
2.77,lvl3_dummy_5,lvl4_dummy_19,2025-12-01,12023.25,1494.69
2.77,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,1796.56,1588.12
2.77,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,5849.0,1588.12
2.77,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,2924.86,1587.71
2.77,lvl3_dummy_5,lvl4_dummy_21,2025-10-01,864.64,736.9
2.77,lvl3_dummy_5,lvl4_dummy_21,2025-11-01,852.4,736.68
2.77,lvl3_dummy_5,lvl4_dummy_21,2025-12-01,838.84,730.45
3.7,lvl3_dummy_5,lvl4_dummy_19,2025-10-01,275.21,274.59
3.7,lvl3_dummy_5,lvl4_dummy_19,2025-11-01,285.13,274.59
3.7,lvl3_dummy_5,lvl4_dummy_19,2025-12-01,375.32,274.46
3.7,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,1067.48,899.9
3.7,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,1089.35,899.9
3.7,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,1089.35,899.92
3.7,lvl3_dummy_5,lvl4_dummy_21,2025-10-01,456.18,392.68
3.7,lvl3_dummy_5,lvl4_dummy_21,2025-11-01,439.67,392.68
3.7,lvl3_dummy_5,lvl4_dummy_21,2025-12-01,466.72,392.79
4.62,lvl3_dummy_5,lvl4_dummy_19,2025-10-01,0.0,518.33
4.62,lvl3_dummy_5,lvl4_dummy_19,2025-11-01,0.25,518.33
4.62,lvl3_dummy_5,lvl4_dummy_19,2025-12-01,0.25,518.33
4.62,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,306.68,1016.47
4.62,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,3095.76,1016.47
4.62,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,282.12,1016.46
4.62,lvl3_dummy_5,lvl4_dummy_21,2025-10-01,363.06,328.41
4.62,lvl3_dummy_5,lvl4_dummy_21,2025-11-01,359.93,328.41
4.62,lvl3_dummy_5,lvl4_dummy_21,2025-12-01,363.06,328.68
5.55,lvl3_dummy_5,lvl4_dummy_19,2025-10-01,65.17,58.44
5.55,lvl3_dummy_5,lvl4_dummy_19,2025-11-01,65.17,58.44
5.55,lvl3_dummy_5,lvl4_dummy_19,2025-12-01,65.12,58.4
5.55,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,237.68,199.77
5.55,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,237.68,199.77
5.55,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,239.02,199.66
5.55,lvl3_dummy_5,lvl4_dummy_21,2025-10-01,467.47,459.02
5.55,lvl3_dummy_5,lvl4_dummy_21,2025-11-01,467.47,459.02
5.55,lvl3_dummy_5,lvl4_dummy_21,2025-12-01,467.47,458.86
6.47,lvl3_dummy_5,lvl4_dummy_19,2025-10-01,59.55,84.19
6.47,lvl3_dummy_5,lvl4_dummy_19,2025-11-01,81.55,84.19
6.47,lvl3_dummy_5,lvl4_dummy_19,2025-12-01,81.65,84.19
6.47,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,456.66,638.74
6.47,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,462.22,638.74
6.47,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,465.04,638.78
6.47,lvl3_dummy_5,lvl4_dummy_21,2025-10-01,238.23,278.81
6.47,lvl3_dummy_5,lvl4_dummy_21,2025-11-01,258.3,278.81
6.47,lvl3_dummy_5,lvl4_dummy_21,2025-12-01,259.76,278.93
7.4,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,81.51,7.04
7.4,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,85.84,7.04
7.4,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,86.17,7.09
8.32,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,500.58,387.4
8.32,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,416.15,387.4
8.32,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,419.61,387.22
8.32,lvl3_dummy_5,lvl4_dummy_21,2025-10-01,267.4,167.63
8.32,lvl3_dummy_5,lvl4_dummy_21,2025-11-01,264.97,167.63
8.32,lvl3_dummy_5,lvl4_dummy_21,2025-12-01,264.97,167.77
9.25,lvl3_dummy_5,lvl4_dummy_19,2025-10-01,319.92,499.46
9.25,lvl3_dummy_5,lvl4_dummy_19,2025-11-01,348.87,499.46
9.25,lvl3_dummy_5,lvl4_dummy_19,2025-12-01,353.32,499.83
9.25,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,1148.1,1286.95
9.25,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,1147.39,1286.95
9.25,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,1158.03,1286.84
9.25,lvl3_dummy_5,lvl4_dummy_21,2025-10-01,579.2,535.32
9.25,lvl3_dummy_5,lvl4_dummy_21,2025-11-01,579.2,535.32
9.25,lvl3_dummy_5,lvl4_dummy_21,2025-12-01,579.2,535.11
10.17,lvl3_dummy_5,lvl4_dummy_19,2025-10-01,1414.11,3883.57
10.17,lvl3_dummy_5,lvl4_dummy_19,2025-11-01,1414.11,3883.57
10.17,lvl3_dummy_5,lvl4_dummy_19,2025-12-01,1414.11,3875.47
10.17,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,1061.73,1116.21
10.17,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,994.87,1113.17
10.17,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,3501.48,1031.0
10.17,lvl3_dummy_5,lvl4_dummy_21,2025-10-01,3949.44,1243.99
10.17,lvl3_dummy_5,lvl4_dummy_21,2025-11-01,6019.97,1243.99
10.17,lvl3_dummy_5,lvl4_dummy_21,2025-12-01,5500.17,1244.08
11.1,lvl3_dummy_5,lvl4_dummy_19,2025-10-01,248.71,249.17
11.1,lvl3_dummy_5,lvl4_dummy_19,2025-11-01,248.58,249.17
11.1,lvl3_dummy_5,lvl4_dummy_19,2025-12-01,248.71,249.12
12.02,lvl3_dummy_5,lvl4_dummy_19,2025-10-01,5652.82,638.06
12.02,lvl3_dummy_5,lvl4_dummy_19,2025-11-01,5500.17,638.06
12.02,lvl3_dummy_5,lvl4_dummy_19,2025-12-01,5500.17,638.16
12.02,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,6082.37,1975.96
12.02,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,3460.9,1975.96
12.02,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,3460.9,1976.11
12.02,lvl3_dummy_5,lvl4_dummy_21,2025-10-01,5998.08,1898.43
12.02,lvl3_dummy_5,lvl4_dummy_21,2025-11-01,6519.89,1898.43
12.02,lvl3_dummy_5,lvl4_dummy_21,2025-12-01,6519.89,1895.17
12.95,lvl3_dummy_5,lvl4_dummy_19,2025-10-01,292.61,558.65
12.95,lvl3_dummy_5,lvl4_dummy_19,2025-11-01,296.48,558.65
12.95,lvl3_dummy_5,lvl4_dummy_19,2025-12-01,380.45,558.59
12.95,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,2418.56,2479.88
12.95,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,2392.84,2479.88
12.95,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,2397.95,2470.19
12.95,lvl3_dummy_5,lvl4_dummy_21,2025-10-01,1213.89,1300.75
12.95,lvl3_dummy_5,lvl4_dummy_21,2025-11-01,1227.8,1364.54
12.95,lvl3_dummy_5,lvl4_dummy_21,2025-12-01,1221.05,1364.59
13.87,lvl3_dummy_5,lvl4_dummy_19,2025-10-01,5647.42,1476.49
13.87,lvl3_dummy_5,lvl4_dummy_19,2025-11-01,5500.54,1476.49
13.87,lvl3_dummy_5,lvl4_dummy_19,2025-12-01,5500.54,1476.34
13.87,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,3460.9,2698.28
13.87,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,3460.9,2698.28
13.87,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,3460.9,2664.56
13.87,lvl3_dummy_5,lvl4_dummy_21,2025-10-01,675.32,827.75
13.87,lvl3_dummy_5,lvl4_dummy_21,2025-11-01,681.82,827.75
13.87,lvl3_dummy_5,lvl4_dummy_21,2025-12-01,681.54,827.43
14.8,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,43.07,23.58
14.8,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,44.29,23.58
14.8,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,45.09,23.52
15.72,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,16875.68,16909.96
15.72,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,16834.86,16909.96
15.72,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,16849.28,16910.06
17.57,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,2218.77,3485.01
17.57,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,2218.77,2555.19
17.57,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,2218.77,2054.27
19.42,lvl3_dummy_5,lvl4_dummy_19,2025-10-01,22.15,44.23
19.42,lvl3_dummy_5,lvl4_dummy_19,2025-11-01,26.2,44.23
19.42,lvl3_dummy_5,lvl4_dummy_19,2025-12-01,26.17,44.16
19.42,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,185.67,21136.9
19.42,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,834.04,21136.9
19.42,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,75679.5,21132.54
19.42,lvl3_dummy_5,lvl4_dummy_21,2025-10-01,30.41,27.27
19.42,lvl3_dummy_5,lvl4_dummy_21,2025-11-01,30.38,26.41
19.42,lvl3_dummy_5,lvl4_dummy_21,2025-12-01,30.38,0.0
20.34,lvl3_dummy_5,lvl4_dummy_19,2025-10-01,0.0,9.01
20.34,lvl3_dummy_5,lvl4_dummy_19,2025-11-01,0.25,9.01
20.34,lvl3_dummy_5,lvl4_dummy_19,2025-12-01,0.0,9.02
20.34,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,336.18,388.49
20.34,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,316.78,388.49
20.34,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,435.95,388.65
22.19,lvl3_dummy_5,lvl4_dummy_20,2025-10-01,106.84,182.57
22.19,lvl3_dummy_5,lvl4_dummy_20,2025-11-01,106.84,182.57
22.19,lvl3_dummy_5,lvl4_dummy_20,2025-12-01,106.84,182.66
22.19,lvl3_dummy_5,lvl4_dummy_21,2025-10-01,271.22,320.27
22.19,lvl3_dummy_5,lvl4_dummy_21,2025-11-01,271.22,320.27
22.19,lvl3_dummy_5,lvl4_dummy_21,2025-12-01,271.22,320.25
0.0,lvl3_dummy_6,lvl4_dummy_22,2025-10-01,764.45,4987.4
0.0,lvl3_dummy_6,lvl4_dummy_22,2025-11-01,831.79,4987.4
0.0,lvl3_dummy_6,lvl4_dummy_22,2025-12-01,1799.21,4988.54
0.0,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,702.13,0.0
0.0,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,681.15,0.0
0.0,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,703.11,0.0
0.0,lvl3_dummy_6,lvl4_dummy_24,2025-10-01,2289.19,0.0
0.0,lvl3_dummy_6,lvl4_dummy_24,2025-11-01,1949.17,0.0
0.0,lvl3_dummy_6,lvl4_dummy_24,2025-12-01,3077.97,0.0
0.0,lvl3_dummy_6,lvl4_dummy_25,2025-10-01,1980.6,0.0
0.0,lvl3_dummy_6,lvl4_dummy_25,2025-11-01,2744.58,0.0
0.0,lvl3_dummy_6,lvl4_dummy_25,2025-12-01,2182.82,0.0
0.0,lvl3_dummy_6,lvl4_dummy_26,2025-10-01,265.49,94.55
0.0,lvl3_dummy_6,lvl4_dummy_26,2025-11-01,30.29,94.55
0.0,lvl3_dummy_6,lvl4_dummy_26,2025-12-01,217.57,99.11
0.0,lvl3_dummy_6,lvl4_dummy_27,2025-10-01,308.19,0.0
0.0,lvl3_dummy_6,lvl4_dummy_27,2025-11-01,-113.99,0.0
0.0,lvl3_dummy_6,lvl4_dummy_27,2025-12-01,-39.33,0.0
0.92,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,415.12,475.04
0.92,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,370.26,475.04
0.92,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,-172.65,470.49
0.92,lvl3_dummy_6,lvl4_dummy_24,2025-10-01,1758.4,1285.01
0.92,lvl3_dummy_6,lvl4_dummy_24,2025-11-01,1382.28,1285.01
0.92,lvl3_dummy_6,lvl4_dummy_24,2025-12-01,2085.03,1280.46
0.92,lvl3_dummy_6,lvl4_dummy_25,2025-10-01,1422.95,1124.39
0.92,lvl3_dummy_6,lvl4_dummy_25,2025-11-01,1898.5,1124.39
0.92,lvl3_dummy_6,lvl4_dummy_25,2025-12-01,1746.15,1131.22
0.92,lvl3_dummy_6,lvl4_dummy_26,2025-10-01,20.52,80.88
0.92,lvl3_dummy_6,lvl4_dummy_26,2025-11-01,-7.22,80.88
0.92,lvl3_dummy_6,lvl4_dummy_26,2025-12-01,-482.09,78.6
0.92,lvl3_dummy_6,lvl4_dummy_27,2025-10-01,130.91,356.57
0.92,lvl3_dummy_6,lvl4_dummy_27,2025-11-01,296.93,356.57
0.92,lvl3_dummy_6,lvl4_dummy_27,2025-12-01,357.32,347.45
1.85,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,1684.43,759.84
1.85,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,1773.06,759.84
1.85,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,2009.46,755.29
1.85,lvl3_dummy_6,lvl4_dummy_24,2025-10-01,2251.61,2109.79
1.85,lvl3_dummy_6,lvl4_dummy_24,2025-11-01,2013.02,2109.79
1.85,lvl3_dummy_6,lvl4_dummy_24,2025-12-01,1867.03,2110.93
1.85,lvl3_dummy_6,lvl4_dummy_25,2025-10-01,3542.96,2682.81
1.85,lvl3_dummy_6,lvl4_dummy_25,2025-11-01,2295.41,2682.81
1.85,lvl3_dummy_6,lvl4_dummy_25,2025-12-01,2106.18,2688.5
1.85,lvl3_dummy_6,lvl4_dummy_26,2025-10-01,397.11,284.8
1.85,lvl3_dummy_6,lvl4_dummy_26,2025-11-01,627.78,284.8
1.85,lvl3_dummy_6,lvl4_dummy_26,2025-12-01,141.82,284.8
1.85,lvl3_dummy_6,lvl4_dummy_27,2025-10-01,239.71,541.12
1.85,lvl3_dummy_6,lvl4_dummy_27,2025-11-01,206.0,541.12
1.85,lvl3_dummy_6,lvl4_dummy_27,2025-12-01,486.75,541.12
2.77,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,691.88,0.0
2.77,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,258.93,0.0
2.77,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,379.53,0.0
2.77,lvl3_dummy_6,lvl4_dummy_24,2025-10-01,2470.8,0.0
2.77,lvl3_dummy_6,lvl4_dummy_24,2025-11-01,2279.27,0.0
2.77,lvl3_dummy_6,lvl4_dummy_24,2025-12-01,2314.36,0.0
2.77,lvl3_dummy_6,lvl4_dummy_25,2025-10-01,4135.98,2847.99
2.77,lvl3_dummy_6,lvl4_dummy_25,2025-11-01,5160.94,2847.99
2.77,lvl3_dummy_6,lvl4_dummy_25,2025-12-01,4343.26,2847.99
2.77,lvl3_dummy_6,lvl4_dummy_26,2025-10-01,183.78,0.0
2.77,lvl3_dummy_6,lvl4_dummy_26,2025-11-01,105.79,0.0
2.77,lvl3_dummy_6,lvl4_dummy_26,2025-12-01,-4.56,0.0
2.77,lvl3_dummy_6,lvl4_dummy_27,2025-10-01,846.64,3613.53
2.77,lvl3_dummy_6,lvl4_dummy_27,2025-11-01,1281.28,3613.53
2.77,lvl3_dummy_6,lvl4_dummy_27,2025-12-01,3590.75,3608.97
3.7,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,1573.0,598.08
3.7,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,3467.51,598.08
3.7,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,1868.0,598.08
3.7,lvl3_dummy_6,lvl4_dummy_24,2025-10-01,3846.81,2138.27
3.7,lvl3_dummy_6,lvl4_dummy_24,2025-11-01,1132.06,2138.27
3.7,lvl3_dummy_6,lvl4_dummy_24,2025-12-01,2302.25,2137.13
3.7,lvl3_dummy_6,lvl4_dummy_25,2025-10-01,3007.19,2304.59
3.7,lvl3_dummy_6,lvl4_dummy_25,2025-11-01,2271.83,2304.59
3.7,lvl3_dummy_6,lvl4_dummy_25,2025-12-01,2177.82,2302.32
3.7,lvl3_dummy_6,lvl4_dummy_26,2025-10-01,150.97,151.51
3.7,lvl3_dummy_6,lvl4_dummy_26,2025-11-01,153.89,151.51
3.7,lvl3_dummy_6,lvl4_dummy_26,2025-12-01,-95.14,156.07
3.7,lvl3_dummy_6,lvl4_dummy_27,2025-10-01,228.49,522.89
3.7,lvl3_dummy_6,lvl4_dummy_27,2025-11-01,493.65,522.89
3.7,lvl3_dummy_6,lvl4_dummy_27,2025-12-01,511.91,513.78
4.62,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,286.57,0.0
4.62,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,442.34,0.0
4.62,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,440.95,0.0
4.62,lvl3_dummy_6,lvl4_dummy_24,2025-10-01,365.83,0.0
4.62,lvl3_dummy_6,lvl4_dummy_24,2025-11-01,5.24,0.0
4.62,lvl3_dummy_6,lvl4_dummy_24,2025-12-01,183.16,0.0
4.62,lvl3_dummy_6,lvl4_dummy_25,2025-10-01,2267.08,0.0
4.62,lvl3_dummy_6,lvl4_dummy_25,2025-11-01,2080.17,0.0
4.62,lvl3_dummy_6,lvl4_dummy_25,2025-12-01,2128.89,0.0
4.62,lvl3_dummy_6,lvl4_dummy_26,2025-10-01,44.21,37.59
4.62,lvl3_dummy_6,lvl4_dummy_26,2025-11-01,146.61,37.59
4.62,lvl3_dummy_6,lvl4_dummy_26,2025-12-01,10.79,42.15
4.62,lvl3_dummy_6,lvl4_dummy_27,2025-10-01,-139.07,5216.38
4.62,lvl3_dummy_6,lvl4_dummy_27,2025-11-01,537.16,5216.38
4.62,lvl3_dummy_6,lvl4_dummy_27,2025-12-01,1365.21,5219.8
5.55,lvl3_dummy_6,lvl4_dummy_22,2025-10-01,3303.39,5231.19
5.55,lvl3_dummy_6,lvl4_dummy_22,2025-11-01,4625.23,5231.19
5.55,lvl3_dummy_6,lvl4_dummy_22,2025-12-01,17879.04,5236.89
5.55,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,172.23,47.85
5.55,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,269.54,47.85
5.55,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,-531.11,43.29
5.55,lvl3_dummy_6,lvl4_dummy_25,2025-10-01,604.93,807.69
5.55,lvl3_dummy_6,lvl4_dummy_25,2025-11-01,528.35,807.69
5.55,lvl3_dummy_6,lvl4_dummy_25,2025-12-01,982.52,798.58
5.55,lvl3_dummy_6,lvl4_dummy_26,2025-10-01,-243.01,76.33
5.55,lvl3_dummy_6,lvl4_dummy_26,2025-11-01,-122.89,76.33
5.55,lvl3_dummy_6,lvl4_dummy_26,2025-12-01,-692.73,71.77
6.47,lvl3_dummy_6,lvl4_dummy_22,2025-10-01,7827.58,8164.62
6.47,lvl3_dummy_6,lvl4_dummy_22,2025-11-01,7909.2,8164.62
6.47,lvl3_dummy_6,lvl4_dummy_22,2025-12-01,11740.84,8160.06
6.47,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,8.83,113.92
6.47,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,6.98,113.92
6.47,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,-605.91,113.92
6.47,lvl3_dummy_6,lvl4_dummy_26,2025-10-01,103.25,66.07
6.47,lvl3_dummy_6,lvl4_dummy_26,2025-11-01,182.46,66.07
6.47,lvl3_dummy_6,lvl4_dummy_26,2025-12-01,72.99,70.63
7.4,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,1085.38,647.06
7.4,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,641.78,647.06
7.4,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,961.06,645.92
7.4,lvl3_dummy_6,lvl4_dummy_24,2025-10-01,233.53,0.0
7.4,lvl3_dummy_6,lvl4_dummy_24,2025-11-01,-156.01,0.0
7.4,lvl3_dummy_6,lvl4_dummy_24,2025-12-01,-625.96,0.0
7.4,lvl3_dummy_6,lvl4_dummy_25,2025-10-01,4268.8,4651.34
7.4,lvl3_dummy_6,lvl4_dummy_25,2025-11-01,4418.44,4651.34
7.4,lvl3_dummy_6,lvl4_dummy_25,2025-12-01,8020.27,4655.9
7.4,lvl3_dummy_6,lvl4_dummy_28,2025-10-01,4385.14,1983.34
7.4,lvl3_dummy_6,lvl4_dummy_28,2025-11-01,3321.76,1983.34
7.4,lvl3_dummy_6,lvl4_dummy_28,2025-12-01,5675.15,1982.2
7.4,lvl3_dummy_6,lvl4_dummy_27,2025-10-01,400.13,142.4
7.4,lvl3_dummy_6,lvl4_dummy_27,2025-11-01,155.11,142.4
7.4,lvl3_dummy_6,lvl4_dummy_27,2025-12-01,-234.23,142.4
8.32,lvl3_dummy_6,lvl4_dummy_22,2025-10-01,2036.61,4747.03
8.32,lvl3_dummy_6,lvl4_dummy_22,2025-11-01,1674.46,4747.03
8.32,lvl3_dummy_6,lvl4_dummy_22,2025-12-01,6315.29,4742.47
8.32,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,247.66,47.85
8.32,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,334.91,47.85
8.32,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,1022.29,43.29
8.32,lvl3_dummy_6,lvl4_dummy_26,2025-10-01,175.56,61.52
8.32,lvl3_dummy_6,lvl4_dummy_26,2025-11-01,133.21,61.52
8.32,lvl3_dummy_6,lvl4_dummy_26,2025-12-01,191.2,63.79
9.25,lvl3_dummy_6,lvl4_dummy_22,2025-10-01,405.41,759.84
